Price,Location,Size,Bedrooms,Bathrooms,Tenure,Property_Type,Barbeque area,Club house,Gymnasium,Jogging Track,Lift,Minimart,Multipurpose hall,Parking,Playground,Sauna,Security,Squash Court,Swimming Pool,Tennis Court
389000,Setiawangsa,1000,3,2,Leasehold,Apartment,1,1,1,1,1,1,1,1,1,1,1,0,1,0
465000,Cheras,1307,3,2,Leasehold,Condominium,0,0,0,0,0,0,0,1,1,0,1,0,1,0
545000,Bukit Jalil,1333,3,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210000,Setapak,670,3,1,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
850000,Wangsa Maju,1909,4,3,Leasehold,Condominium,1,0,1,0,1,1,1,1,1,1,1,1,1,1
450000,Wangsa Maju,725,2,2,Leasehold,Service Residence,1,0,1,0,1,0,1,1,1,0,1,0,1,0
258000,Taman Desa,721,3,2,Leasehold,Condominium,0,0,0,0,1,1,1,1,1,0,1,0,1,0
395000,Wangsa Maju,850,4,2,Leasehold,Service Residence,1,0,1,1,1,1,1,1,1,0,1,0,1,0
700000,Wangsa Maju,1259,3,2,Leasehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
508870,KLCC,1030,3,2,Leasehold,New Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299999,Sungai Besi,852,3,2,Leasehold,Apartment,1,1,1,1,1,1,1,1,1,1,1,0,1,0
370000,Setapak,1014,4,2,Freehold,Condominium,1,0,0,0,1,1,0,1,1,0,1,0,0,0
425000,Sungai Besi,1111,3,2,Leasehold,Condominium,1,0,1,1,1,0,0,1,1,0,1,0,1,0
375000,Cheras,1025,3,2,Leasehold,Condominium,0,0,1,0,1,1,0,1,1,0,1,0,1,0
189000,Bukit Jalil,667,3,2,Freehold,Apartment,0,0,0,0,1,1,0,0,1,0,1,0,0,0
340000,Cheras,927,3,2,Leasehold,Condominium,0,0,1,0,1,1,0,1,1,0,1,0,1,0
550000,Titiwangsa,636,1,1,Leasehold,Service Residence,1,0,1,1,0,0,1,1,1,0,1,0,1,0
170000,Pandan Jaya,825,3,2,Leasehold,Apartment,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550000,Setapak,2862,8,5,Freehold,Condominium,0,0,0,0,0,1,0,1,1,1,1,1,1,0
618000,Bukit Jalil,1330,3,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455000,Segambut,712,2,2,Freehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,0,1,0
680000,Bukit Jalil,1239,3,3,Leasehold,Condominium,1,0,1,1,1,0,1,1,1,1,1,0,1,0
450000,Sentul,1001,3,2,Freehold,Service Residence,1,0,1,0,0,0,1,1,1,0,1,0,1,0
500000,Segambut,1019,3,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570000,Bangsar,1173,3,2,Freehold,Condominium,0,0,1,0,1,0,0,1,1,0,1,0,1,0
1000000,Mont Kiara,2036,4,4,Freehold,Condominium,1,0,1,0,1,1,1,1,1,1,1,1,1,1
200000,Wangsa Maju,677,3,2,Leasehold,Flat,0,0,0,1,0,1,0,1,0,0,0,0,0,0
680000,Cheras,947,3,2,Leasehold,Service Residence,0,1,1,0,1,0,0,1,1,0,1,0,1,0
400000,Setapak,1335,4,3,Freehold,Condominium,0,0,1,0,0,0,0,1,1,0,1,0,1,1
210000,Setapak,830,3,2,Leasehold,Condominium,0,0,0,0,0,1,0,1,0,0,1,0,0,0
389000,Cheras,995,3,2,Leasehold,Apartment,0,0,0,0,0,0,1,1,1,0,1,0,0,0
370000,Ampang,1380,3,2,Freehold,Condominium,0,0,0,1,1,1,1,1,1,0,1,0,1,1
360000,Ampang,1270,3,2,Freehold,Condominium,0,1,0,1,1,0,1,1,1,0,1,0,1,0
280000,Wangsa Maju,720,3,2,Leasehold,Flat,0,0,0,0,0,1,0,0,1,0,0,0,0,0
168000,Setapak,650,3,2,Leasehold,Flat,1,0,0,1,1,1,1,1,1,0,0,1,0,1
420000,Keramat,1001,3,2,Freehold,Condominium,1,1,1,0,0,1,0,1,1,0,1,1,1,0
1670000,Damansara Heights,1152,2,2,Freehold,Service Residence,1,0,1,1,1,0,0,1,1,1,1,0,1,0
300000,Cheras,859,3,2,Leasehold,Apartment,0,0,0,0,0,1,0,1,1,0,1,0,1,0
560000,Kuchai Lama,1075,3,2,Leasehold,Condominium,0,0,1,1,1,0,1,1,1,1,1,0,1,0
635000,KL City,576,1,1,Leasehold,Service Residence,0,0,1,0,1,1,1,1,1,0,1,0,1,0
155000,Kepong,650,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,0,0,1,0,0,0
420000,Wangsa Maju,850,3,2,Leasehold,Service Residence,1,0,1,1,0,1,1,1,1,0,1,0,1,0
280000,Setapak,599,2,1,Freehold,Flat,0,0,0,0,0,1,0,0,1,0,0,0,0,0
350000,OUG,950,3,2,Freehold,Service Residence,0,0,0,0,0,0,0,1,1,0,1,0,1,0
485000,Cheras,1207,4,2,Leasehold,Service Residence,0,1,0,0,0,1,1,0,1,0,1,0,1,0
520000,Cheras,1100,3,2,Leasehold,Condominium,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1050000,Wangsa Maju,2034,4,4,Leasehold,Condominium,1,1,1,0,1,1,1,1,1,1,1,1,1,1
360000,Cheras,1150,3,2,Freehold,Condominium,0,0,0,0,1,0,0,1,1,0,1,1,1,0
680000,Segambut,1023,3,2,Freehold,Service Residence,1,0,1,1,1,0,0,1,1,1,1,0,1,0
1860000,Taman Tun Dr Ismail,4800,4,5,Freehold,Condominium,1,1,1,0,1,1,1,1,1,1,1,1,1,1
999000,KLCC,1402,3,2,Freehold,Condominium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538000,Bukit Jalil,1888,5,4,Freehold,Duplex,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485000,Wangsa Maju,1267,3,2,Freehold,Condominium,1,1,1,1,1,1,0,1,1,0,1,0,1,0
359000,KLCC,510,2,1,Freehold,New Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
780000,Kepong,1900,4,2,Leasehold,Condominium,1,1,1,0,0,1,0,1,1,0,1,0,1,0
320000,Cheras,916,2,2,Leasehold,Service Residence,1,0,1,0,0,1,0,1,1,1,1,1,1,0
450000,Wangsa Maju,1096,4,2,Leasehold,Apartment,1,0,0,1,0,1,0,1,1,0,1,0,1,0
428000,Wangsa Maju,1227,4,2,Leasehold,Apartment,1,0,0,1,0,0,0,1,1,1,1,0,1,0
470000,Jalan Kuching,1050,3,2,Freehold,Condominium,1,1,1,0,1,1,0,1,1,1,1,0,1,1
520000,Cheras,1100,3,2,Leasehold,Condominium,0,0,0,0,0,0,1,0,0,0,0,0,0,0
460000,Taman Desa,1096,2,2,Freehold,Condominium,1,0,1,0,0,1,0,1,1,1,1,1,1,1
710000,Wangsa Maju,1259,3,2,Leasehold,Condominium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270000,Old Klang Road,1088,3,2,Leasehold,Apartment,0,0,0,0,1,1,0,1,1,0,1,0,1,0
340000,Cheras,872,3,2,Leasehold,Condominium,1,0,0,0,1,0,0,1,1,0,1,0,1,1
280000,Wangsa Maju,600,2,1,Freehold,Apartment,1,0,0,0,1,0,0,1,1,0,1,0,0,0
330000,Sentul,888,3,2,Leasehold,Condominium,1,1,1,1,0,1,0,1,1,0,1,0,1,0
350000,Cheras,796,3,2,Leasehold,Condominium,0,0,1,1,0,1,0,1,0,0,1,0,1,0
430000,Sentul,948,3,2,Freehold,Condominium,0,0,0,0,1,0,0,1,0,0,0,0,1,0
430000,Jalan Ipoh,2236,4,3,Freehold,Condominium,1,0,1,1,1,1,1,1,1,1,1,0,1,1
980000,Bangsar South,1119,3,2,Freehold,Service Residence,1,0,1,0,1,0,1,1,1,0,1,0,1,0
500000,Setapak,1438,4,2,Leasehold,Condominium,1,1,1,0,0,1,1,1,1,0,1,0,1,0
330000,Jalan Ipoh,1295,3,2,Freehold,Condominium,1,0,1,1,1,1,0,1,1,1,1,1,1,1
440000,Setapak,840,3,2,Freehold,Service Residence,1,0,1,1,0,0,1,1,1,0,1,0,1,0
410000,Cheras,1152,3,2,Freehold,Condominium,1,0,1,0,0,0,0,1,1,1,1,1,1,1
180000,Pandan Indah,670,2,1,Leasehold,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,Setiawangsa,550,2,1,Leasehold,Flat,0,0,0,0,0,1,0,1,1,0,0,0,0,0
250000,Kepong,962,3,2,Leasehold,Condominium,0,0,1,1,1,1,0,1,1,0,1,1,1,1
389000,Wangsa Maju,657,2,2,Freehold,Service Residence,1,0,1,0,1,1,0,1,1,0,1,0,1,0
229000,Cheras,670,3,2,Leasehold,Apartment,0,0,0,1,1,1,1,1,1,0,0,0,0,0
220000,Brickfields,592,2,1,Leasehold,Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275000,Setapak,985,3,2,Freehold,Apartment,0,0,0,1,1,0,0,1,1,0,1,0,1,0
290000,Setapak,650,2,2,Freehold,Service Residence,0,0,1,0,1,1,1,1,1,0,1,0,1,0
185000,Setapak,700,3,2,Freehold,Condominium,0,0,0,0,0,0,0,0,0,0,1,0,0,0
260000,Kepong,962,3,2,Leasehold,Condominium,0,0,1,1,1,1,0,1,1,0,1,1,1,1
500000,Old Klang Road,1212,4,2,Freehold,Condominium,0,0,1,1,1,0,1,1,1,0,1,0,1,0
177000,Cheras,560,2,1,Freehold,Flat,0,0,0,0,0,0,0,0,1,0,0,0,0,0
350000,Taman Melawati,985,3,2,Freehold,Apartment,0,0,0,0,0,1,1,1,1,0,1,0,1,0
500000,Bangsar South,500,1,1,Leasehold,Service Residence,1,1,1,0,1,1,1,1,1,1,1,0,1,0
250000,Setapak,802,3,2,Leasehold,Condominium,0,0,0,0,1,1,0,1,0,0,1,0,0,0
399000,KL City,1499,3,2,Freehold,Condominium,0,1,0,1,1,1,1,1,1,0,1,0,1,0
1500000,KLCC,775,1,1,Freehold,Condominium,1,1,1,0,1,1,1,1,1,1,1,0,1,0
680000,Cheras,947,3,2,Leasehold,Condominium,1,0,1,0,1,1,0,1,1,1,1,0,1,0
280000,Sentul,870,3,2,Leasehold,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330000,Setapak,976,3,2,Freehold,Condominium,1,0,1,0,0,1,0,1,1,1,1,1,1,1
280000,Setapak,1019,3,2,Freehold,Condominium,1,1,1,0,1,1,0,1,1,1,1,1,1,1
378096,Wangsa Maju,700,2,2,Leasehold,Apartment,1,0,1,0,1,0,0,1,1,0,1,0,1,0
185000,Setapak,650,3,1,Freehold,Apartment,1,0,0,1,1,1,0,1,1,0,1,0,0,0
480000,Jalan Ipoh,1323,3,2,Freehold,Condominium,1,0,1,0,1,0,1,1,1,0,1,0,1,1
550000,Setapak,1550,4,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,0,1,0,1,0
299888,Old Klang Road,930,3,2,Leasehold,Apartment,1,0,0,1,0,0,1,1,1,0,1,0,0,1
363500,Sentul,850,3,2,Leasehold,Condominium,1,1,1,1,0,1,0,1,1,0,1,0,1,0
360000,Cheras,1130,3,2,Freehold,Condominium,0,0,0,0,1,0,0,0,1,0,1,0,1,0
585000,Setapak,1000,3,2,Leasehold,Service Residence,0,1,1,1,0,1,0,1,1,0,1,0,1,0
284000,Sungai Besi,732,2,2,Freehold,Apartment,1,0,1,0,1,0,1,1,1,1,1,0,1,0
650000,KLCC,1098,1,1,Leasehold,Service Residence,0,0,1,0,0,0,0,1,0,1,0,0,1,0
650000,Setiawangsa,1196,3,2,Leasehold,Condominium,0,0,1,1,1,0,0,1,1,1,1,0,1,0
750000,Taman Melawati,2015,3,2,Leasehold,Condominium,1,0,1,1,1,0,1,1,1,0,1,0,1,0
1850000,KL City,1302,3,2,Freehold,Service Residence,1,0,1,0,1,0,0,1,1,1,1,0,1,0
660000,Cheras,1227,4,3,Freehold,Condominium,1,0,0,1,1,0,1,1,1,0,1,0,1,0
555555,Cheras,1600,4,3,Leasehold,Others,0,1,1,1,0,1,1,1,1,0,1,0,1,0
695000,Cheras,1195,3,2,Freehold,Condominium,1,1,0,1,0,0,0,1,1,1,1,0,1,0
365000,Keramat,947,2,2,Freehold,Condominium,1,0,1,0,0,1,0,1,1,0,1,0,1,0
1250000,Cheras,1055,3,2,Freehold,Condominium,1,0,1,1,0,0,1,1,1,1,1,0,1,0
175000,Wangsa Maju,530,2,1,Freehold,Flat,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240000,Sentul,838,3,2,Leasehold,Apartment,1,0,0,1,1,1,1,1,1,0,1,0,0,0
270000,Sentul,877,3,2,Leasehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,0,1,0
270000,Setapak,940,3,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230000,Setapak,350,1,1,Leasehold,Service Residence,0,0,1,1,1,1,1,1,0,1,1,0,1,0
200000,Wangsa Maju,800,3,2,Leasehold,Flat,0,0,0,0,0,1,0,0,1,0,0,0,0,0
390000,Sentul,1095,3,2,Leasehold,Service Residence,0,0,0,1,1,1,1,1,1,0,1,0,1,0
450000,Bukit Jalil,917,3,2,Freehold,Apartment,0,0,1,0,0,1,0,1,1,0,1,1,1,0
168000,Kepong,916,3,2,Leasehold,Apartment,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1540000,Bukit Bintang,495,1,1,Freehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600000,Segambut,1050,4,2,Leasehold,Condominium,1,0,1,1,1,0,1,1,1,1,1,0,1,0
450000,Sri Damansara,1120,2,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,0,1,0,1,0
220000,Setapak,850,3,2,Freehold,Condominium,1,0,1,1,1,1,1,1,1,1,1,0,1,1
185000,Setapak,650,3,1,Freehold,Apartment,1,0,0,1,1,1,0,1,1,0,1,0,0,0
195000,Setapak,803,3,2,Leasehold,Condominium,1,0,0,1,1,1,1,1,1,0,1,1,1,1
220000,Wangsa Maju,600,2,1,Freehold,Apartment,1,0,0,1,1,0,0,1,1,0,1,0,0,0
280000,Taman Desa,741,3,2,Leasehold,Condominium,1,0,0,0,0,1,0,1,1,0,1,0,1,0
350000,Sentul,883,3,2,Leasehold,Condominium,0,0,0,1,1,1,1,1,1,0,1,0,1,0
210000,Bangsar South,650,3,1,Freehold,Apartment,0,0,0,0,1,1,0,1,1,0,1,0,0,0
177000,Cheras,560,2,1,Freehold,Apartment,0,0,0,0,0,0,0,1,1,0,0,0,0,0
320000,Setapak,820,3,2,Freehold,Condominium,1,0,1,1,1,1,1,1,1,0,1,0,1,0
410000,Cheras,920,3,2,Leasehold,Condominium,1,0,1,1,1,1,1,1,1,0,1,0,1,0
543000,OUG,1250,3,3,Leasehold,Condominium,0,0,1,0,1,1,1,1,1,0,1,0,1,0
240000,Cheras,750,3,2,Leasehold,Apartment,0,0,0,0,0,1,0,1,1,0,1,0,1,0
420000,Old Klang Road,730,2,1,Freehold,Service Residence,1,0,0,0,0,0,0,1,1,0,1,0,1,0
390000,Wangsa Maju,850,3,2,Leasehold,Service Residence,1,0,1,1,1,1,1,1,1,1,1,0,1,0
470000,Setapak,1313,3,2,Freehold,Condominium,0,0,1,0,0,1,0,1,1,0,1,1,1,0
381060,KLCC,800,2,1,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
800000,Bukit Jalil,1730,3,2,Leasehold,Condominium,1,0,1,1,1,0,1,1,1,1,1,0,1,0
730000,Old Klang Road,1354,3,2,Freehold,Apartment,0,0,0,0,0,0,0,1,0,0,1,0,0,0
420000,Setapak,1335,3,2,Freehold,Condominium,0,0,1,0,0,0,0,1,1,0,1,0,1,1
275000,Cheras,903,3,2,Freehold,Condominium,1,0,1,0,1,1,0,1,1,1,1,1,1,1
138000,Pandan Jaya,500,2,1,Leasehold,Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378000,Setapak,1270,4,2,Leasehold,Condominium,1,1,1,1,1,1,1,1,1,0,1,1,1,1
310000,Setapak,930,3,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180000,Pandan Jaya,850,3,1,Leasehold,Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165000,Setapak,700,3,1,Leasehold,Apartment,0,0,0,1,1,1,0,1,1,0,0,0,0,0
474000,Old Klang Road,700,2,2,Freehold,Service Residence,1,0,1,1,1,0,1,1,1,0,1,0,1,0
478000,Taman Desa,1250,3,2,Freehold,Condominium,1,1,1,1,1,0,1,1,1,1,1,1,1,0
120000,Pandan Indah,500,2,1,Leasehold,Flat,0,0,0,0,0,1,0,1,0,0,0,0,0,0
350000,Mid Valley City,900,3,2,Leasehold,Service Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,Bukit Jalil,742,3,2,Leasehold,Apartment,0,0,0,1,0,0,0,1,1,0,1,0,0,0
220000,Cheras,625,2,1,Leasehold,Apartment,0,0,0,0,1,1,0,0,1,0,1,0,0,0
520000,Wangsa Maju,1938,4,2,Leasehold,Apartment,1,0,1,0,0,0,0,1,1,0,1,0,1,1
450000,Old Klang Road,645,2,2,Freehold,Service Residence,1,0,1,0,0,0,0,1,1,0,1,0,1,0
730000,Bangsar South,1253,3,2,Freehold,Condominium,0,0,1,0,1,1,0,1,1,0,1,0,1,1
910000,Wangsa Maju,1713,4,4,Leasehold,Condominium,1,1,1,1,0,0,0,1,1,1,1,1,1,1
170000,Jalan Ipoh,650,3,2,Leasehold,Flat,0,0,0,0,1,0,0,1,0,0,0,0,0,0
333000,Jalan Ipoh,1200,3,2,Freehold,Condominium,0,0,0,0,1,1,0,1,1,0,1,0,1,0
375000,Keramat,912,3,2,Freehold,Condominium,1,1,1,0,0,1,0,1,1,0,1,1,1,0
299990,Salak Selatan,852,3,2,Leasehold,New Apartment,1,0,1,0,1,0,1,1,1,0,1,0,1,1
210000,Bangsar South,613,3,2,Leasehold,Apartment,0,0,0,0,1,1,0,1,0,0,1,0,0,0
410000,Setapak,1277,4,2,Freehold,Condominium,1,0,1,1,1,1,1,1,1,0,1,0,1,0
480000,Setapak,1324,3,2,Leasehold,Condominium,1,0,1,0,1,1,1,1,1,0,1,0,1,0
400000,Jalan Ipoh,1120,3,2,Freehold,Condominium,1,0,1,0,1,1,1,1,1,0,1,0,1,1
515000,Setiawangsa,1205,3,2,Freehold,Condominium,1,0,1,0,1,0,1,1,1,0,1,0,1,0
285768,Sungai Besi,1141,3,3,Leasehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334000,Sentul,1216,3,3,Freehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1349000,Bukit Bintang,1093,3,2,Freehold,Others,0,0,1,0,1,0,0,1,0,1,1,0,1,0
409000,Ampang,640,1,1,Freehold,Service Residence,1,0,1,1,1,0,1,1,1,1,1,0,1,0
899000,Solaris Dutamas,1472,2,3,Freehold,Condominium,1,0,1,0,1,0,0,1,1,0,1,0,1,0
268000,Cheras,662,2,1,Leasehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,0,0
120000,Kepong,650,3,2,Leasehold,Apartment,0,0,0,0,0,1,0,1,1,0,1,0,0,0
299000,Bukit Jalil,1222,3,2,Freehold,Condominium,0,0,1,1,1,1,0,1,1,1,1,1,1,1
195000,Cheras,550,2,1,Leasehold,Apartment,0,0,0,0,0,0,0,1,1,0,1,0,0,0
390000,Kepong,1152,3,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360000,Sungai Besi,800,2,2,Freehold,Service Residence,1,0,1,1,1,0,0,1,1,0,1,0,1,0
270000,Cheras,974,3,2,Freehold,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310000,Cheras,920,3,2,Leasehold,Condominium,1,0,1,0,1,1,0,1,1,0,1,0,1,0
250000,Setapak,850,3,2,Freehold,Condominium,1,1,1,1,1,0,0,1,1,0,1,1,1,0
530000,Segambut,1644,4,3,Freehold,Condominium,1,0,1,1,0,0,0,1,1,1,1,0,1,0
460000,Segambut,653,1,1,Freehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
850000,Mont Kiara,2036,5,3,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1200000,Mont Kiara,1998,5,3,Freehold,Condominium,1,0,1,0,0,1,0,0,1,1,1,1,1,1
850000,Mont Kiara,1235,5,3,Freehold,Condominium,0,0,1,0,1,1,0,1,1,0,1,0,1,0
345000,Cheras,1026,3,2,Freehold,Condominium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,Jalan Ipoh,950,3,2,Freehold,Condominium,0,0,1,0,0,0,0,1,0,0,1,0,1,0
550000,Old Klang Road,1019,3,2,Freehold,Condominium,0,0,1,0,1,0,0,1,1,1,1,0,1,0
200000,Cheras,616,3,1,Leasehold,Apartment,0,0,1,0,0,1,0,0,1,0,1,0,0,0
300000,Sentul,856,2,2,Leasehold,Service Residence,0,0,0,1,0,1,1,0,1,0,1,0,1,0
320000,Old Klang Road,1076,3,2,Freehold,Condominium,0,0,0,0,1,0,0,1,1,0,1,0,1,0
380000,Jalan Sultan Ismail,600,1,1,Freehold,Service Residence,0,1,1,0,1,1,1,1,1,1,1,1,1,0
165000,Ampang,710,3,2,Leasehold,Apartment,0,0,0,0,0,1,0,0,0,0,0,0,0,0
458000,Sungai Besi,860,2,2,Freehold,Service Residence,1,0,1,1,1,1,0,1,1,0,1,0,1,1
345000,Jalan Ipoh,603,1,1,Freehold,Service Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387673,KLCC,860,2,1,Freehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378040,KLCC,896,2,1,Freehold,New Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
580000,Sri Petaling,711,1,2,Leasehold,Service Residence,1,0,1,0,1,0,0,1,1,1,1,0,1,0
400000,KLCC,450,1,1,Freehold,Condominium,1,0,1,1,0,0,1,1,0,1,1,0,1,0
315000,Old Klang Road,949,3,2,Leasehold,Apartment,0,0,1,1,1,1,0,1,1,0,1,0,1,0
210000,Pandan Jaya,850,3,1,Freehold,Apartment,0,0,0,0,0,1,0,0,0,0,0,0,0,0
533000,Bukit Jalil,1550,3,3,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280000,Cheras,619,1,1,Leasehold,Service Residence,0,0,1,0,0,0,0,1,0,0,1,0,1,0
440000,Setapak,1384,4,2,Freehold,Condominium,1,0,0,0,1,1,1,1,1,0,1,0,1,0
368000,KLCC,505,2,1,Freehold,New Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387000,KLCC,452,2,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399080,Ampang,452,2,1,Freehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370897,KLCC,860,2,1,Freehold,New Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378000,Ampang,860,2,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550000,Bukit Jalil,1050,3,2,Leasehold,Condominium,1,1,1,1,0,1,0,1,1,1,1,1,1,1
285000,Cheras,856,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,1,0
425000,Setapak,1059,4,2,Freehold,Service Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,Setapak,1350,4,3,Freehold,Condominium,0,0,1,0,0,0,0,1,1,0,1,0,1,1
418000,Pantai,1011,2,2,Freehold,Condominium,1,0,0,0,0,1,0,1,1,1,1,1,1,1
205000,Wangsa Maju,550,2,1,Leasehold,Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171000,Setiawangsa,571,2,1,Leasehold,Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,Keramat,900,3,2,Leasehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265000,Ampang,800,2,2,Leasehold,Condominium,0,0,0,0,0,0,0,1,0,0,1,1,1,1
330000,Kuchai Lama,1087,3,2,Freehold,Condominium,0,0,1,0,0,0,0,1,1,0,1,1,1,1
650000,Setapak,1290,4,2,Leasehold,Condominium,1,0,1,1,1,1,0,1,0,0,1,0,1,0
300000,Chan Sow Lin,814,3,2,Leasehold,New Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342000,Sepang,1760,3,2,Leasehold,Townhouse,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1800000,Ampang,5900,6,6,Leasehold,Bungalow House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330000,Klang,1400,3,3,Freehold,1-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660000,Shah Alam,2100,4,3,Leasehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588000,Subang Jaya,1400,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,1,0,0,1,0,1,0,0,0
550000,Semenyih,1800,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,1,1,0,1,0,0,0
575000,Shah Alam,2895,4,3,Leasehold,Semi-Detached House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545000,Kajang,1750,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670000,Cheras,1650,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660000,Puchong,1396,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570000,Bandar Puteri Klang,1500,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515000,Kajang,2045,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890000,Telok Panglima Garang,2603,4,4,Leasehold,2-Storey Terraced House,0,0,0,1,0,0,0,1,1,0,1,0,0,0
598000,Setia Alam,1170,4,3,Freehold,2-Storey Terraced House,0,0,0,1,0,0,0,1,1,0,1,0,0,0
900000,Shah Alam,2600,4,4,Freehold,2-Storey Terraced House,1,0,0,1,0,0,0,1,1,0,1,0,0,0
650000,Ampang,960,3,3,Leasehold,2-Storey Terraced House,0,0,0,0,0,0,0,1,0,0,0,0,0,0
530000,Kajang,1300,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218000,Kota Kemuning,3407,5,5,Leasehold,Zero-Lot Bungalow,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1450000,Bukit Jelutong,4700,5,4,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980000,Shah Alam,15715,6,6,Leasehold,Bungalow House,0,0,0,0,0,0,0,0,0,0,1,0,0,0
440000,Sepang,2310,3,2,Leasehold,Semi-Detached House,0,0,0,0,0,0,0,1,1,0,0,0,0,0
630000,Dengkil,2217,4,3,Leasehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450000,Klang,1750,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200000,Shah Alam,4100,6,6,Freehold,Semi-Detached House,1,0,0,1,1,0,1,1,1,0,1,0,1,0
880000,Kajang,2800,6,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530000,Setia Alam,1170,4,3,Freehold,2-Storey Terraced House,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650000,Klang,1220,5,5,Freehold,3-Storey Terraced House,1,0,0,1,0,1,0,1,1,0,0,0,0,0
