Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL
"RM 583,800","Kota Semarak Galleria, Lot 200362, Jalan Semarak, Setapak, Kuala Lumpur","Listed on Aug 10, 2025 (4d ago)","1,032 sqft",3 Beds,2 Baths,Completion: 2027,99-year Leasehold,https://www.propertyguru.com.my/property-listing/kota-semarak-padang-residences-for-sale-by-shawn-kuok-60005794
"RM 4,000,000","Jalan Tun Razak, KL City Centre, Kuala Lumpur","Listed on Aug 10, 2025 (4d ago)","1,184 sqft",3 Beds,2 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/trx-residences-for-sale-by-alex-yong-60345069
"RM 1,930,000","Jln Gading, Bukit Bintang, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)",708 sqft,2 Beds,2 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/orion-residence-bukit-bintang-for-sale-by-jayyong-ng-43224391
"RM 903,000","Jalan Imbi, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)",678 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/times-square-2-for-sale-by-jayyong-ng-43153808
"RM 3,700,000","Jalan Damanlela, Damansara Heights, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","2,303 sqft",3 Beds,4 Baths,Completion: 2022,Freehold,https://www.propertyguru.com.my/property-listing/pavilion-damansara-heights-for-sale-by-ashley-foo-43097185
"RM 350,000","Jalan Usahawan, Off Jalan Genting Kelang, Setapak, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)",900 sqft,2 Beds,2 Baths,Completion: 2016,Leasehold,https://www.propertyguru.com.my/property-listing/platinum-lake-pv-21-for-sale-by-pealy-yap-60303576
"RM 3,090,000","Jalan P. Ramlee, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","1,098 sqft",3 Beds,3 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/clouthaus-residences-for-sale-by-jyan-wong-60289169
"RM 2,300,000","Jalan P. Ramlee, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)",904 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/clouthaus-residences-for-sale-by-jyan-wong-60289216
"RM 3,300,000","7 Jalan Kia Peng Kuala Lumpur, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","1,830 sqft",4 Beds,3 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/the-ruma-for-sale-by-emcen-siow-60160534
"RM 1,900,000","No 159, Jalan Ampang, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)",956 sqft,2 Beds,2 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/so-sofitel-kuala-lumpur-residences-for-sale-by-william-60203855
"RM 720,000","Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur","Listed on Aug 09, 2025 (5d ago)","920 sqft (floor),",3 Beds,2 Baths,Completion: 2019,Freehold,https://www.propertyguru.com.my/property-listing/the-park-sky-residence-for-sale-by-leon-yap-60230687
"RM 400,000","Jalan 4/155, Bukit Jalil, Kuala Lumpur","Listed on Aug 09, 2025 (5d ago)","1,200 sqft",3 Beds,2 Baths,Completion: 2024,Freehold,https://www.propertyguru.com.my/property-listing/the-rosewoodz-bukit-jalil-for-sale-by-leon-yap-60234237
"RM 1,150,000","- Jalan Tengah, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 09, 2025 (5d ago)","1,131 sqft",1 Bed,2 Baths,Completion: 2012,Freehold,https://www.propertyguru.com.my/property-listing/st-mary-residences-for-sale-by-pealy-yap-60269690
"RM 1,900,000","Jalan Damanlela, Damansara Heights, Kuala Lumpur","Listed on Aug 09, 2025 (6d ago)","1,668 sqft",2 Beds,3 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/damansara-city-residency-dc-residensi-for-sale-by-nicole-how-42640008
"RM 1,668,000","5 Persiaran Stonor, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 09, 2025 (6d ago)","1,140 sqft",2 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/the-manor-for-sale-by-mr-wan-41011259
"RM 2,950,000","Jalan Sultan Ismail, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 09, 2025 (6d ago)","1,163 sqft",1 Bed,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/the-ritz-carlton-residences-for-sale-by-mr-wan-42129916
