Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL
"RM 4,100,000","Damansara Heights, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)","2,766 sqft (floor),",5 Beds,4 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/semi-d-house-at-damansara-heights-for-sale-by-joel-loke-41616205
"RM 3,788,000","Jalan Setia Bakti, Damansara Heights, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)","4,000 sqft (floor),",5 Beds,3 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/damansara-heights-for-sale-by-hisyamuddin-saad-40623126
"RM 2,550,000","Laman Rimbunan, Kepong, Jinjang, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)","3,372 sqft (floor),",6 Beds,5 Baths,Semi-Detached House,Leasehold,https://www.propertyguru.com.my/property-listing/areca-residence-laman-rimbunan-kepong-for-sale-by-kent-chua-21913451
"RM 6,600,000","Semantan Villas, Jalan Changkat Semantan, Bukit Damansara, Damansara Heights, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)","6,350 sqft (floor),",5 Beds,6 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/semi-d-house-at-bukit-damansara-for-sale-by-esther-lim-43218389
"RM 2,800,000","Jalan Tasik 5 Jalan Tasik, Taman Tasik Damai, Sungai Besi, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","3,800 sqft (floor),",5 Beds,6 Baths,Completion: 2015,Leasehold,https://www.propertyguru.com.my/property-listing/lake-fields-for-sale-by-elly-chong-42333831
"RM 6,600,000","Levenue 1 Federal Territory of Kuala Lumpur, Desa Parkcity, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","3,600 sqft (floor),",4 Beds,4 Baths,Completion: 2005,Freehold,https://www.propertyguru.com.my/property-listing/levenue-for-sale-by-cassandra-thong-500017259
"RM 2,000,000","Jalan Pelangi 6, Sentul, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","3,780 sqft (land)",4 Beds,3 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/taman-pelangi-for-sale-by-crystal-tan-60351933
"RM 2,900,000","Jalan Tempinis, Bukit Pantai, Bangsar, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","2,000 sqft (floor),",4 Beds,3 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/semi-d-tempinis-bangsar-k-l-for-sale-by-esharani-41883140
"RM 35,000,000","Taman U Thant, Taman U Thant, Ampang, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","5,000 sqft (floor),",7 Beds,5 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/taman-u-thant-for-sale-by-catherine-tay-42224166
"RM 1,900,000","Taman Naga Mas, Salak Selatan, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","2,665 sqft (floor),",5 Beds+1,6 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/taman-naga-emas-for-sale-by-yenn-chong-500016955
"RM 2,950,000","Puncak Kiara, Desa Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","4,400 sqft (floor),",6 Beds,5 Baths,Completion: 2010,,https://www.propertyguru.com.my/property-listing/kiara-view-for-sale-by-ck-wong-60351451
"RM 4,300,000","Jalan Kiara 3, Mont Kiara, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","5,000 sqft",5 Beds,5 Baths,Completion: 2008,Freehold,https://www.propertyguru.com.my/property-listing/amarin-kiara-for-sale-by-low-wei-chao-60126507
"RM 4,200,000","Desa Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","4,381 sqft (floor),",6 Beds,6 Baths,Completion: 2009,,https://www.propertyguru.com.my/property-listing/villa-serene-kiara-for-sale-by-bilya-ariff-42647590
"RM 3,800,000","Desa Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","4,880 sqft (floor),",6 Beds,5 Baths,Completion: 2009,,https://www.propertyguru.com.my/property-listing/villa-serene-kiara-for-sale-by-bilya-ariff-37999276
"RM 3,800,000","Desa Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","4,880 sqft (floor),",6 Beds,5 Baths,Completion: 2009,,https://www.propertyguru.com.my/property-listing/villa-serene-kiara-for-sale-by-bilya-ariff-37998966
"RM 3,300,000","Desa Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","5,500 sqft (floor),",6 Beds,5 Baths,Completion: 2009,,https://www.propertyguru.com.my/property-listing/villa-serene-kiara-for-sale-by-bilya-ariff-37731141
"RM 3,300,000","Desa Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","6,500 sqft (floor),",5 Beds,6 Baths,Completion: 2009,,https://www.propertyguru.com.my/property-listing/villa-serene-kiara-for-sale-by-bilya-ariff-35702133
"RM 5,400,000","Desa Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","4,880 sqft (floor),",6 Beds,5 Baths,Completion: 2009,,https://www.propertyguru.com.my/property-listing/villa-serene-kiara-for-sale-by-bilya-ariff-35055597
"RM 3,300,000","Desa Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","6,500 sqft (floor),",5 Beds,6 Baths,Completion: 2009,,https://www.propertyguru.com.my/property-listing/villa-serene-kiara-for-sale-by-bilya-ariff-32742932
"RM 4,000,000","Bukit Damansara, Medan Damansara, Damansara, Damansara Heights, Damansara Heights, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","5,300 sqft (floor),",6 Beds,6 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/damansara-heights-for-sale-by-han-60034051
"RM 2,500,000","Taman Bukit Indah, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","2,100 sqft (floor),",5 Beds,3 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/jalan-nyaman-for-sale-by-vincent-tan-41419751
"RM 3,280,000","Jalan Pinggiran Tasik, Sungai Besi, Kuala Lumpur","Listed on Aug 11, 2025 (3d ago)","3,800 sqft (floor),",5 Beds,6 Baths,Completion: 2014,Leasehold,https://www.propertyguru.com.my/property-listing/the-grove-sungai-besi-for-sale-by-angel-yeoh-60057974
"RM 1,550,000","Jinjang, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","3,100 sqft",5 Beds,4 Baths,Semi-Detached House,,https://www.propertyguru.com.my/property-listing/jalan-d-taman-batu-jinjang-selatan-52000-kuala-lumpur-for-sale-by-hugo-gooi-37568941
"RM 3,200,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","4,166 sqft (floor),",5 Beds,6 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-hugo-gooi-42280764
"RM 2,500,000","Bukit Wangsamas, Setiawangsa, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","3,500 sqft (floor),",5 Beds,4 Baths,Completion: 2000,Freehold,https://www.propertyguru.com.my/property-listing/puncak-setiawangsa-for-sale-by-welson-moo-42436660
"RM 2,950,000","Jalan Datuk Sulaiman 6, Taman Tun Dr Ismail, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","4,900 sqft (floor),",6 Beds,6 Baths,Completion: 1993,Freehold,https://www.propertyguru.com.my/property-listing/kiara-view-for-sale-by-yasmin-sulaiman-60349516
"RM 2,850,000","Jalan Taman Ibu Kota, Seksyen 1 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","1,600 sqft (floor),",5 Beds,4 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/taman-ibukota-for-sale-by-shafiq-muttalib-500015716
"RM 2,499,000","Jln Rimbunan Melor, Sungai Besi, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","2,700 sqft (floor),",5 Beds,6 Baths,Completion: 2012,Leasehold,https://www.propertyguru.com.my/property-listing/areca-residence-laman-rimbunan-for-sale-by-keanu-tan-60302938
"RM 3,600,000","Sri Petaling Semi D House, Bandar Baru Sri Petaling, Sri Petaling, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","4,800 sqft",7 Beds,7 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/semi-detached-house-at-bandar-baru-sri-petaling-for-sale-by-issaac-liew-60349038
"RM 4,599,000","Jalan Setiabakti, Bukit Damansara, Damansara Heights, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","6,000 sqft (floor),",3 Beds,3 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/spacious-semi-d-with-sizeable-garden-patios-and-terraces-for-sale-by-jeremy-tang-60348888
"RM 2,995,000","Jalan Datuk Sulaiman, Taman Tun Dr Ismail, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","3,595 sqft (floor),",5 Beds,4 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/taman-tun-dr-ismail-for-sale-by-jackie-tan-60254662
"RM 2,800,000","Verge 32 Jalan L5, Taman Melawati, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","4,189 sqft (floor),",4 Beds,6 Baths,Completion: 2017,Leasehold,https://www.propertyguru.com.my/property-listing/verge-32-melawati-for-sale-by-razz-fauzie-60239779
"RM 3,100,000","Jalan Tasik 5 Jalan Tasik, Taman Tasik Damai, Sungai Besi, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","3,800 sqft (floor),",6 Beds,6 Baths,Completion: 2015,Leasehold,https://www.propertyguru.com.my/property-listing/lake-fields-for-sale-by-elly-chong-60031294
"RM 1,850,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","3,064 sqft",4 Beds,4 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-william-lua-42729447
"RM 2,800,000","Old Klang Road @ 3 Storey Semi D, Taman Yarl, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","5,600 sqft (floor),",7 Beds,7 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/taman-yarl-for-sale-by-priscilla-42616466
"RM 2,600,000","Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 11, 2025 (4d ago)","4,408 sqft (floor),",8 Beds,6 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/taman-melawati-for-sale-by-salmi-binti-aripin-39408280
"RM 2,700,000","jalan Riangria6, Kuchai Lama, Kuala Lumpur","Listed on Aug 10, 2025 (4d ago)","4,141 sqft (floor),",5 Beds,5 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/desa-tiara-kuchai-lama-for-sale-by-yenn-chong-34988755
"RM 6,600,000","Levenue 1 Federal Territory of Kuala Lumpur, Desa Parkcity, Kuala Lumpur","Listed on Aug 10, 2025 (4d ago)","3,600 sqft (floor),",3 Beds+1,4 Baths,Completion: 2005,Freehold,https://www.propertyguru.com.my/property-listing/levenue-for-sale-by-leon-liew-500015057
"RM 3,100,000","Taman Sri Endah, Sri Petaling, Kuala Lumpur","Listed on Aug 10, 2025 (4d ago)","3,840 sqft",6 Beds,5 Baths,Semi-Detached House,Leasehold,https://www.propertyguru.com.my/property-listing/double-storey-semi-detached-for-sale-taman-sri-endah-sri-petaling-kl-for-sale-by-megan-lim-60218721
"RM 4,550,000","1 Jalan Dutamas 1, Solaris Dutamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","3,810 sqft (floor),",5 Beds,5 Baths,Completion: 2007,Freehold,https://www.propertyguru.com.my/property-listing/duta-tropika-for-sale-by-sunny-lim-42878719
"RM 5,800,000","Jalan Changkat Semantan, Damansara Heights, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","4,500 sqft (floor),",5 Beds,7 Baths,Completion: 2007,Freehold,https://www.propertyguru.com.my/property-listing/idamansara-for-sale-by-tian-liew-60208428
"RM 3,000,000","- Jalan Sekutu, Taman Gembira, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","4,500 sqft (floor),",7 Beds,5 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/tiara-villa-for-sale-by-terry-yee-42715467
"RM 550,000","Laman Residen Kipark Sri Utara, Batu Caves, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","2,250 sqft",3 Beds,2 Baths,Semi-Detached House,Leasehold,https://www.propertyguru.com.my/property-listing/taman-mutiara-selayang-for-sale-by-jowen-lum-60345555
"RM 1,280,000","Taman Setapak, Setapak, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","2,500 sqft (floor),",5 Beds,3 Baths,Semi-Detached House,,https://www.propertyguru.com.my/property-listing/taman-setapak-kuala-lumpur-double-storey-semi-d-for-sale-by-zaty-jasmin-60343887
"RM 1,790,000","Jalan Alam Sutera, Alam Sutera, Bukit Jalil, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","2,778 sqft (floor),",5 Beds,6 Baths,Semi-Detached House,Leasehold,https://www.propertyguru.com.my/property-listing/alam-sutera-bukit-jalil-for-sale-by-ammeer-nadzrai-43484900
"RM 1,350,000","Jalan Damai Kasih 12, Alam Damai, Cheras, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","3,197 sqft (floor),",5 Beds,4 Baths,Semi-Detached House,Leasehold,https://www.propertyguru.com.my/property-listing/alam-damai-for-sale-by-tony-yy-60345097
"RM 2,500,000","Jalan Solaris Dutamas, Mont Kiara, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","3,068 sqft",5 Beds,5 Baths,Semi-Detached House,Freehold,https://www.propertyguru.com.my/property-listing/mesra-terrace-3sty-semi-d-house-at-dutamas-for-sale-by-ryan-swe-38530443
"RM 1,750,000","jalan damai kasih 5, Alam Damai, Cheras, Kuala Lumpur","Listed on Aug 10, 2025 (5d ago)","4,800 sqft (floor),",5 Beds,5 Baths,Semi-Detached House,Leasehold,https://www.propertyguru.com.my/property-listing/semi-d-house-at-alam-damai-for-sale-by-elvie-ho-42802359
"RM 1,890,000","2a Jalan Damai Kasih 10, Alam Damai, Cheras, Kuala Lumpur","Listed on Aug 09, 2025 (5d ago)","4,300 sqft (floor),",5 Beds,5 Baths,Semi-Detached House,Leasehold,https://www.propertyguru.com.my/property-listing/damai-kasih-for-sale-by-mei-sm-lee-42682514
"RM 2,750,000","Jln Rimbunan Melor, Sungai Besi, Kuala Lumpur","Listed on Aug 09, 2025 (5d ago)","3,376 sqft",6 Beds,6 Baths,Completion: 2012,Leasehold,https://www.propertyguru.com.my/property-listing/areca-residence-laman-rimbunan-for-sale-by-charmaine-tan-43157154
