Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Tenure,URL,Facilities
"RM 310,000","Bayu Tasik 1, Cheras","Condominium For Sale, listed 9 hours ago",920,3,2,Leasehold,https://www.mudah.my/level-3-bayu-tasik-condo-110487381.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart"
"RM 538,000","Bukit Jalil, Kuala Lumpur","Duplex For Sale, listed 13 hours ago","1,888",5,4,Freehold,https://www.mudah.my/bukit-jalil-duplex-penthouse-sky-bungalow-garden-in-the-sky-110737394.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 550,000","Vista Tasik, Cheras","Condominium For Sale, listed 2 days ago","1,012",3,2,Freehold,https://www.mudah.my/for-sale-vista-tasik-condominium-bandar-sri-permaisuri-cheras-kl-111237963.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Squash Court"
"RM 195,000","Taman Sri Kuching, Jalan Kuching","Apartment For Sale, listed 29 minutes ago",775,3,2,Leasehold,https://www.mudah.my/sri-kuching-apartment-for-sale-at-jalan-kuching-kl-111211912.htm,Parking
"RM 600,000","Ceylonz Suites, KLCC","Service Residence For Sale, listed 30 minutes ago",384,1,1,Freehold,https://www.mudah.my/chic-studio-ceylonz-suites-bukit-ceylon-kuala-lumpur-for-sale-110720544.htm,"Parking, Security, Lift, Swimming Pool, Gymnasium"
"RM 389,000","Mentari Condominium, Cheras","Condominium For Sale, listed 32 minutes ago","1,025",3,2,Leasehold,https://www.mudah.my/cheapest-1025sqft-mentari-condominium-bandar-permaisuri-cheras-kl-110884553.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium"
"RM 400,000","Endah Puri, Sri Petaling","Condominium For Sale, listed 40 minutes ago","1,211",4,3,Leasehold,https://www.mudah.my/2-parking-endah-puri-condominium-sri-petaling-kuala-lumpur-111272898.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Tennis Court"
"RM 450,000","Setapak, Kuala Lumpur","Condominium For Sale, listed 51 minutes ago",908,3,2,Leasehold,https://www.mudah.my/ascenda-residensi-condo-setapak-kuala-lumpur-110843729.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 220,000","Seksyen 4 Wangsa Maju Flat, Wangsa Maju","Apartment For Sale, listed 54 minutes ago",572,2,1,Leasehold,https://www.mudah.my/corner-unit-flat-seksyen-4-wangsa-maju-tingkat-1-non-bumi-unit-110806282.htm,Playground
"RM 475,000","Segambut, Kuala Lumpur","Condominium For Sale, listed 55 minutes ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-next-to-mitec-matrade-111198068.htm,Timeout
"RM 665,000","Vista Harmoni @ Sentul, Sentul","Condominium For Sale, listed 55 minutes ago","1,200",3,3,Freehold,https://www.mudah.my/1200sf-3-rooms-sentul-balcony-freehold-20-mins-to-pj-mon-t-kiara-110938932.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall"
"RM 670,000","Rica Residence Sentul, Sentul","Service Residence For Sale, listed 57 minutes ago",990,3,2,Freehold,https://www.mudah.my/sentul-rica-residence-near-mrt-n-ktm-stations-111272878.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Tennis Court, Squash Court"
"RM 255,000","Pangsapuri Indah Mas, Cheras","Apartment For Sale, listed 1 hour ago",789,3,1,Leasehold,https://www.mudah.my/low-level-pangsapuri-indah-mas-111272795.htm,"Parking, Security, Playground, Minimart"
"RM 990,000","Serini Melawati, Taman Melawati","Service Residence For Sale, listed 1 hour ago","1,494",4,4,Freehold,https://www.mudah.my/freehold-serini-melawati-condominium-111272846.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart"
"RM 545,000","Sentul, Kuala Lumpur","Condominium For Sale, listed 1 hour ago","1,216",3,3,Freehold,https://www.mudah.my/1200sf-3-rooms-sentul-balcony-freehold-next-to-duke-highway-110994947.htm,Timeout
"RM 475,000","Segambut, Kuala Lumpur","Condominium For Sale, listed 1 hour ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-8-mins-to-mont-kiara-111198064.htm,Timeout
"RM 475,000","Jalan Kuching, Kuala Lumpur","Service Residence For Sale, listed 1 hour ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-beside-savy-savio-109078881.htm,Timeout
"RM 665,000","Vista Harmoni @ Sentul, Sentul","Condominium For Sale, listed 1 hour ago","1,200",3,3,Freehold,https://www.mudah.my/1200sf-3-rooms-sentul-balcony-freehold-next-to-duke-highway-110938937.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall"
"RM 210,000","Pelangi Magna, Kepong","Apartment For Sale, listed 1 hour ago",725,3,2,Freehold,https://www.mudah.my/below-market-pelangi-magna-apartment-for-sale-kepong-111272783.htm,"Parking, Playground, Barbeque area"
"RM 413,888","Suria @ North Kiara, Segambut","Service Residence For Sale, listed 1 hour ago",722,3,2,Freehold,https://www.mudah.my/fully-furnish-suria-north-kiara-722sf-2r2b-segambut-sri-bintang-111272764.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 479,000","Kiara East - DEX Suites, KL City","Service Residence For Sale, listed 1 hour ago",722,2,1,Leasehold,https://www.mudah.my/kl-jalan-ipoh-kiara-east-suite-dex-luxury-condo-sales-near-duke-duta-111272749.htm,"Parking, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track"
"RM 350,000","Plaza 393, Cheras","Condominium For Sale, listed 1 hour ago",902,3,2,Leasehold,https://www.mudah.my/plaza-393-condo-taman-maluri-next-to-sunway-velocity-mrt-lrt-111272670.htm,"Parking, Security, Lift, Playground, Gymnasium, Minimart"
"RM 800,000","Residensi Bukit Jalil, Bukit Jalil","Condominium For Sale, listed 1 hour ago","1,730",3,2,Leasehold,https://www.mudah.my/residensi-bukit-jalil-kl-murah-fully-furnish-cantik-lrt-alam-sutera-111272739.htm,"Parking, Security, Lift, Swimming Pool, Playground, Sauna, Barbeque area, Multipurpose hall"
"RM 550,000","Kenwingston Avenue, Sungai Besi","Service Residence For Sale, listed 1 hour ago",850,3,2,Freehold,https://www.mudah.my/near-lrt-station-kenwingston-avenue-sungai-besi-kuala-lumpur-111272714.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall"
"RM 665,000","Vista Harmoni @ Sentul, Sentul","Apartment For Sale, listed 1 hour ago","1,200",3,3,Freehold,https://www.mudah.my/1200sf-3-rooms-sentul-balcony-freehold-15-mins-to-klcc-trx-110938930.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall"
"RM 475,000","Jalan Ipoh, Kuala Lumpur","Service Residence For Sale, listed 1 hour ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-5-mins-to-mont-kiara-109078865.htm,Timeout
"RM 475,000","Jalan Kuching, Kuala Lumpur","Service Residence For Sale, listed 1 hour ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-beside-tuan-residency-2-109078879.htm,Timeout
"RM 475,000","Jalan Ipoh, Kuala Lumpur","Service Residence For Sale, listed 1 hour ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-5-mins-to-dutamas-109078863.htm,Timeout
"RM 299,999","Salak Selatan, Kuala Lumpur","Apartment For Sale, listed 1 hour ago",852,3,2,Leasehold,https://www.mudah.my/rumawip-salak-selatan-near-tbs-and-pavilion-bukit-jalil-111095635.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track"
"RM 440,000","Verve Suites @ Mont Kiara, Mont Kiara","Service Residence For Sale, listed 1 hour ago",464,1,1,Freehold,https://www.mudah.my/the-verve-suites-mont-kiara-108370437.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Tennis Court, Squash Court"
"RM 299,990","Salak Selatan, Kuala Lumpur","Apartment For Sale, listed 1 hour ago",852,3,2,Leasehold,https://www.mudah.my/tempahan-rumawip-salak-south-kini-dibuka-impian-anda-semakin-dekat-111272600.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall"
"RM 230,000","Flat Taman Sri Angsana Hilir, Ampang","Flat For Sale, listed 1 hour ago",665,3,1,Leasehold,https://www.mudah.my/flat-angsana-hilir-111272554.htm,Parking
"RM 555,000","M Adora, Wangsa Maju","Condominium For Sale, listed 1 hour ago",850,3,2,Leasehold,https://www.mudah.my/low-level-cheapest-m-adora-condominium-wangsa-melawati-109855951.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall"
"RM 475,000","Segambut, Kuala Lumpur","Condominium For Sale, listed 1 hour ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-8-mins-to-durtamas-111198067.htm,Timeout
"RM 545,000","Sentul, Kuala Lumpur","Condominium For Sale, listed 1 hour ago","1,216",3,3,Freehold,https://www.mudah.my/1200sf-3-rooms-sentul-balcony-freehold-15-mins-to-klcc-trx-110994948.htm,Timeout
"RM 475,000","Jalan Kuching, Kuala Lumpur","Service Residence For Sale, listed 1 hour ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-beside-the-era-duta-north-109078883.htm,Timeout
"RM 475,000","Jalan Ipoh, Kuala Lumpur","Service Residence For Sale, listed 1 hour ago","1,026",3,2,Freehold,https://www.mudah.my/freehold-fully-furnished-british-concept-next-to-mitec-matrade-109078864.htm,Timeout
"RM 545,000","Sentul, Kuala Lumpur","Condominium For Sale, listed 1 hour ago","1,216",3,3,Freehold,https://www.mudah.my/1200sf-3-rooms-sentul-balcony-freehold-20-mins-to-pj-mon-t-kiara-110994945.htm,Timeout
"RM 740,000","Serini Melawati, Taman Melawati","Service Residence For Sale, listed 1 hour ago","1,494",4,3,Freehold,https://www.mudah.my/serini-melawati-100-loan-0-deposit-111272397.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart"
"RM 225,000","Flat Taman Melati Blok C, Setapak","Flat For Sale, listed 1 hour ago",600,2,1,Freehold,https://www.mudah.my/freehold-fully-renovated-flat-taman-melati-facing-open-with-balcony-108183410.htm,"Parking, Playground, Jogging Track"
"RM 370,000","Intan Apartment (Setiawangsa), Setiawangsa","Apartment For Sale, listed 1 hour ago",976,3,2,Freehold,https://www.mudah.my/nice-freehold-open-title-apartment-intan-setiawangsa-hot-location-110532740.htm,"Parking, Security, Playground, Jogging Track"
"RM 1,200,000","KaMi Mont Kiara, Mont Kiara","Service Residence For Sale, listed 2 hours ago",980,3,2,Freehold,https://www.mudah.my/kami-mont-kiara-residence-109012911.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall"
"RM 2,200,000","Idaman Residence KLCC, KLCC","Condominium For Sale, listed 2 hours ago","3,453",3,4,Freehold,https://www.mudah.my/idaman-residence-kl-city-centre-klcc-90040200.htm,"Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court"
"RM 545,000","Sentul, Kuala Lumpur","Condominium For Sale, listed 1 hour ago","1,216",3,3,Freehold,https://www.mudah.my/1200sf-3-rooms-sentul-balcony-freehold-20-mins-to-pj-mon-t-kiara-110994945.htm,Timeout
"RM 378,096","M Azura, Wangsa Maju","Apartment For Sale, listed 6 days ago",700,2,2,Leasehold,https://www.mudah.my/m-azura-700sf-850sf-1000sf-2-room-4-room-setapak-wangsa-maju-mah-sing-108945882.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area"
"RM 630,000","Trinity Aquata, Sungai Besi","Condominium For Sale, listed 5 days ago","1,216",3,2,Freehold,https://www.mudah.my/full-furnish-freehold-at-kl-south-trinity-aquata-condominum-111209070.htm,"Parking, Security, Swimming Pool, Gymnasium, Jogging Track"
"RM 2,600,000","Idaman Residence KLCC, KLCC","Condominium For Sale, listed 2 hours ago","3,200",3,5,Freehold,https://www.mudah.my/freehold-idaman-residence-klcc-3200sf-prvate-garden-klcc-view-for-sale-111272255.htm,"Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court"
"RM 250,000","Pangsapuri Permai, Sungai Besi","Apartment For Sale, listed 2 hours ago",645,3,2,Leasehold,https://www.mudah.my/pangsapuri-permai-111272324.htm,"Parking, Lift, Playground"
"RM 740,000","Kiara Residence 2, Bukit Jalil","Condominium For Sale, listed 2 hours ago","1,494",4,3,Leasehold,https://www.mudah.my/kiara-residence-2-bkt-jalil-100-loan-0-deposit-111272322.htm,"Parking, Security, Swimming Pool, Gymnasium, Jogging Track"
"RM 370,000","Mas Kipark Damansara, Kepong","Apartment For Sale, listed 2 hours ago",850,3,2,Freehold,https://www.mudah.my/kepong-kip-mas-apartment-108999177.htm,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall"
"RM 310,000","Puncak Banyan, Cheras","Condominium For Sale, listed 2 hours ago",806,3,2,Freehold,https://www.mudah.my/full-loan-p-furnish-puncak-banyan-condo-806sf-3r2b-1cp-cheras-110519272.htm,"Parking, Security, Lift, Swimming Pool, Minimart"
"RM 1,300,000","The Elements, Ampang","Service Residence For Sale, listed 2 hours ago","1,570",4,4,Freehold,https://www.mudah.my/suitable-for-investment-the-elements-ampang-for-sale-111272293.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track"
"RM 580,000","Mas Kiara Residence, Taman Tun Dr Ismail","Condominium For Sale, listed 2 hours ago","1,463",3,2,Freehold,https://www.mudah.my/murah-below-market-near-ikea-mas-kiara-residences-intan-tower-ttdi-109794359.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Tennis Court, Squash Court"
"RM 450,000","Seri Mas Condominium, Cheras","Condominium For Sale, listed 2 hours ago","1,300",3,2,Leasehold,https://www.mudah.my/seri-mas-condominium-taman-ikhsan-cheras-fully-renovated-1car-park-108620136.htm,"Parking, Security, Swimming Pool, Playground, Barbeque area, Tennis Court"
"RM 2,100,000","Banyan Tree @ Pavilion, KLCC","Condominium For Sale, listed 2 hours ago","1,087",2,2,Freehold,https://www.mudah.my/banyan-tree-signatures-pavilion-kl-city-centre-kuala-lumpur-111272191.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area"
"RM 300,000","Bangsar South, Kuala Lumpur","Condominium For Sale, listed 2 hours ago",500,2,2,Leasehold,https://www.mudah.my/fully-furnished-condo-walk-to-mrt-lrt-ktm-high-roi-111272047.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 299,000","The Gardens (Mid Valley City), Mid Valley City","Service Residence For Sale, listed 2 hours ago",878,3,2,Freehold,https://www.mudah.my/midvalley-last-stock-rm1-3k-monthly-3rooms-mid-valley-city-kl-111268631.htm,"Parking, Security, Swimming Pool, Gymnasium"
"RM 240,000","Miharja Apartment (LRT Maluri), Cheras","Apartment For Sale, listed 2 hours ago",880,3,2,Leasehold,https://www.mudah.my/tingkat-3-apartment-taman-miharja-fasa-2-100-loan-velocity-maluri-108661710.htm,"Parking, Lift, Playground, Minimart, Jogging Track"
"RM 295,000","Bayu Sentul Condominium, Sentul","Condominium For Sale, listed 2 hours ago","1,230",3,2,Leasehold,https://www.mudah.my/below-market-34-bayu-sentul-taman-dato-senu-sentul-1230sf-111272135.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall"
"RM 530,000","Unio Residence, Kepong","Service Residence For Sale, listed 2 hours ago",866,2,2,Freehold,https://www.mudah.my/unio-residence-kepong-kl-866sf-below-market-full-loan-no-down-p-111271936.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Tennis Court"
"RM 570,000","Eco Sky, Jalan Ipoh","Service Residence For Sale, listed 2 hours ago","1,012",3,2,Freehold,https://www.mudah.my/eco-sky-residence-for-sale-110535061.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Squash Court"
"RM 540,000","Lakeville Residence, Jalan Ipoh","Condominium For Sale, listed 2 hours ago","1,068",3,2,Leasehold,https://www.mudah.my/lakeville-residence-for-sale-110534549.htm,"Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track"
"RM 165,000","Perumahan Awam Seri Kelantan, Sentul","Flat For Sale, listed 2 hours ago",526,2,1,Freehold,https://www.mudah.my/full-loan-freehold-flat-sri-kelantan-jalan-sentul-pasar-sentul-111272011.htm,"Parking, Lift"
"RM 180,000","Kelumpuk Cemperling, Setiawangsa","Flat For Sale, listed 3 hours ago",516,2,1,Leasehold,https://www.mudah.my/kelumpuk-cemperling-unit-terjaga-111271892.htm,"Parking, Playground"
"RM 356,900","Gombak, Kuala Lumpur","New Service Residence For Sale, listed 3 hours ago",848,4,2,Freehold,https://www.mudah.my/rumah-selangorku-konsep-ala-turkey-110158250.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall"
"RM 600,000","PV9 Residences @ Taman Melati, Setapak","Service Residence For Sale, listed 3 hours ago","1,000",3,2,Leasehold,https://www.mudah.my/cheapest-3-rooms-2-carpark-pv9-non-bumi-unit-111271998.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart, Club house, Jogging Track"
"RM 209,000","Taman Permata Fadason, Kepong","Flat For Sale, listed 3 hours ago",700,3,2,Freehold,https://www.mudah.my/taman-permata-fadason-kepong-700sf-100-loan-0-downpayment-111271993.htm,"Parking, Lift, Playground, Minimart, Jogging Track"
"RM 400,000","Sentul Point Suite Apartment, Sentul","Service Residence For Sale, listed 3 hours ago",743,2,1,Freehold,https://www.mudah.my/sentul-point-for-sale-111271991.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall"
"RM 488,000","Fortune Avenue, Kepong","Condominium For Sale, listed 3 hours ago","1,239",3,2,Leasehold,https://www.mudah.my/fortune-avenue-condo-for-sale-below-market-value-109368502.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house"
"RM 780,000","Fortune Avenue, Kepong","Condominium For Sale, listed 3 hours ago","1,900",4,2,Leasehold,https://www.mudah.my/kepong-fortune-avenue-condo-corner-unit-sale-110752539.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Club house"
"RM 780,000","Fortune Perdana, Kepong","Service Residence For Sale, listed 3 hours ago","2,050",4,2,Leasehold,https://www.mudah.my/kepong-fortune-perdana-condo-corner-unit-sale-108516075.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track"
"RM 470,000","The Holmes Bandar Tun Razak, Cheras","Condominium For Sale, listed 3 hours ago","1,042",3,2,Leasehold,https://www.mudah.my/facing-klcc-the-holmes-bandar-sri-permaisuri-cheras-111271701.htm,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall"
"RM 239,000","Teratai Mewah (Block 15,17,19,21), Setapak","Flat For Sale, listed 3 hours ago",721,3,1,Leasehold,https://www.mudah.my/teratai-mewah-setapak-kuala-lumpur-100-full-loan-0-deposit-111271678.htm,"Parking, Security, Lift, Playground"
"RM 350,000","Bayu Tasik 2, Cheras","Condominium For Sale, listed 3 hours ago",915,3,2,Leasehold,https://www.mudah.my/below-market-near-lrt-bandar-sri-permaisuri-walking-to-lrt-ktm-110879849.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium"
"RM 210,000","Flat Taman Melati, Setapak","Flat For Sale, listed 3 hours ago",732,3,1,Freehold,https://www.mudah.my/for-sale-tenanted-corner-lot-blok-c13-flat-melati-gombak-kl-111090724.htm,Timeout
"RM 220,000","Mandarina Court, Cheras","Apartment For Sale, listed 3 hours ago",776,3,2,Leasehold,https://www.mudah.my/0-downpayment-mandarina-court-apartment-taman-connaught-ucsi-cheras-108891670.htm,"Parking, Playground, Jogging Track"
"RM 400,000","KLCC, Kuala Lumpur","New Service Residence For Sale, listed 4 hours ago",668,2,1,Freehold,https://www.mudah.my/klcc-2-bedroom-grr-up-to-16-fully-furnished-guaranteed-rental-111100408.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 359,000","KLCC, Kuala Lumpur","New Service Residence For Sale, listed 4 hours ago",510,2,1,Freehold,https://www.mudah.my/klcc-grr-10-14-fully-furnish-free-2-years-monthly-instalment-111100310.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 508,870","KLCC, Kuala Lumpur","New Service Residence For Sale, listed 4 hours ago","1,030",3,2,Leasehold,https://www.mudah.my/klcc-grr-up-to-13-cashback-rm-80k-rm-230k-free-10-year-instalment-110737613.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 506,999","KLCC, Kuala Lumpur","New Service Residence For Sale, listed 4 hours ago",668,3,1,Freehold,https://www.mudah.my/klcc-roi-9-13-condo-3-bedroom-rm-200k-cashback-grr-fully-furnish-110524896.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 399,000","KLCC, Kuala Lumpur","New Service Residence For Sale, listed 4 hours ago",750,2,2,Freehold,https://www.mudah.my/freehold-klcc-fully-furnished-grr-12-15-109200865.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 440,000","Menara Duta 2, Segambut","Condominium For Sale, listed 4 hours ago","1,431",4,3,Freehold,https://www.mudah.my/freehold-menara-duta-2-condominium-dutamas-segambut-kl-renovated-111271567.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Tennis Court, Squash Court"
"RM 180,000","Pandan Jaya Apartment, Pandan Jaya","Apartment For Sale, listed 4 hours ago",500,2,1,Leasehold,https://www.mudah.my/murah-vacant-ready-to-move-in-flat-pandan-jaya-55100-kuala-lumpur-107206965.htm,"Parking, Playground"
"RM 380,000","Vista Amani, Cheras","Condominium For Sale, listed 4 hours ago","1,101",4,2,Leasehold,https://www.mudah.my/full-loan-cheras-permaisuri-vista-amani-condo-tun-razak-corner-110285227.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart"
"RM 105,000","Flat Taman Damai Jaya, Cheras","Apartment For Sale, listed 4 hours ago",520,2,1,Freehold,https://www.mudah.my/rental-return-8-kota-cheras-sri-raya-mrt-flat-taman-damai-jaya-110867513.htm,Timeout
"RM 360,000","Manor Apartment, Cheras","Apartment For Sale, listed 4 hours ago",930,3,2,Freehold,https://www.mudah.my/taman-maluri-manor-apartment-second-floor-roi-4-5-renovated-unit-110646109.htm,"Parking, Playground"
"RM 195,000","Genting Court Condominium, Setapak","Condominium For Sale, listed 15 hours ago",803,3,2,Leasehold,https://www.mudah.my/cash-back-80k-full-loan-booking-1k-setapak-genting-court-condo-107325430.htm,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court"
"RM 449,999","Court 28 @ KL City, Jalan Ipoh","Service Residence For Sale, listed 9 hours ago",703,2,2,Freehold,https://www.mudah.my/court-28-kl-direct-access-to-mrt-sentul-west-direct-owner-me-111111547.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Squash Court"
"RM 950,000","Hartamas Regency II, Mont Kiara","Condominium For Sale, listed 1 week ago","1,315",3,3,Freehold,https://www.mudah.my/urgent-sale-full-furnished-freehold-very-good-condition-111141449.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Tennis Court, Squash Court"
"RM 340,000","Cengal Condominium, Cheras","Condominium For Sale, listed 4 hours ago",900,3,2,Leasehold,https://www.mudah.my/full-loan-cantik-reno-cengal-condo-near-lrt-cheras-permaisuri-109279699.htm,"Parking, Security, Playground"
"RM 525,000","Prisma Cheras, Cheras","Condominium For Sale, listed 4 hours ago","1,238",3,2,Freehold,https://www.mudah.my/prisma-cheras-taman-midah-1238sf-fully-renovated-nr-mrt-midah-111271360.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Tennis Court, Squash Court"
"RM 305,000","Putra Suria Residence, Cheras","Apartment For Sale, listed 4 hours ago",748,3,2,Leasehold,https://www.mudah.my/below-market-100k-cheras-permaisuri-putra-suria-apartment-lrt-107283874.htm,"Parking, Security, Swimming Pool, Gymnasium, Minimart, Jogging Track"
"RM 209,000","KLCC, Kuala Lumpur","Condominium For Sale, listed 4 hours ago",640,2,1,Freehold,https://www.mudah.my/klcc-210k-ready-move-in-walk-to-mrt-mall-0-dp-beside-uni-110823136.htm,Timeout
"RM 740,000","The Ridge @ KL East, Ampang","Service Residence For Sale, listed 4 hours ago",850,2,2,Freehold,https://www.mudah.my/the-ridge-850sqft-low-density-facing-greenery-taman-melawati-111006454.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track"
"RM 168,000","Flat Danau Kota, Setapak","Flat For Sale, listed 4 hours ago",700,3,1,Leasehold,https://www.mudah.my/best-view-danau-kota-flat-investment-return-strategic-location-setapak-109073547.htm,"Lift, Minimart"
"RM 215,000","Mutiara Magna, Kepong","Apartment For Sale, listed 5 hours ago",650,3,2,Freehold,https://www.mudah.my/renovated-flat-mutiara-magna-kepong-111271190.htm,"Parking, Security"
"RM 526,500","The Era, Segambut","Service Residence For Sale, listed 5 hours ago",990,2,2,Freehold,https://www.mudah.my/the-era-duta-north-segambut-2-bedrooms-unit-111271189.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Jogging Track"
"RM 250,000","Bukit Jalil, Kuala Lumpur","Condominium For Sale, listed 5 hours ago",550,2,1,Freehold,https://www.mudah.my/bukit-jalil-studio-500sf-ready-move-in-fully-furnish-walk-mrt-shop-111052317.htm,Timeout
"RM 230,000","KLCC, Kuala Lumpur","Condominium For Sale, listed 5 hours ago",550,2,1,Freehold,https://www.mudah.my/klcc-studio-230k-ready-move-in-free-furnished-beside-mrt-mall-111128716.htm,Timeout
