Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL
"RM 468,160","Temasya Glenmarie, Glenmarie, Selangor","Listed on Aug 09, 2025 (5d ago)",678 sqft,2 Beds,1 Bath,Completion: 2026,Freehold,https://www.propertyguru.com.my/property-listing/temasya-prisma-for-sale-by-james-law-40509366
"RM 250,000
Starting from","Telok Panglima Garang, Selangor","Listed on Aug 01, 2025 (2w ago)",550 sqft,1 Bed,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/project/se-ruma-serviced-apartment-for-sale-by-eco-sanctuary-sdn-bhd-ecoworld-60246908#11796
"RM 299,000
Starting from","Lorong Serai, Bandar Gamuda Gardens, Rawang, Selangor","Listed on Jul 31, 2025 (2w ago)",550 sqft,1 Bed,1 Bath,Completion: 2021,Leasehold,https://www.propertyguru.com.my/property-listing/project/gaia-residences-for-sale-by-bandar-serai-development-sdn-bhd-36123045#4167
"RM 350,600
Starting from","Seksyen 14, Shah Alam, Selangor","Listed on Jul 17, 2025 (4w ago)",550 sqft,1 Bed,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/project/linkar-52-sa-sentral-for-sale-by-perbadanan-kemajuan-negeri-selangor-pkns-60094014#11755
"RM 361,000
Starting from","Jalan FA 1, Federal Avenue, Subang, Selangor","Listed on Jul 01, 2025 (1mo ago)",549 sqft,1 Bed,1 Bath,Completion: 2029,Freehold,https://www.propertyguru.com.my/property-listing/project/luminar-residence-federal-avenue-for-sale-by-impina-impresif-sdn-bhd-43030350#11460
"RM 1,153,000
Starting from","Jalan Profesor Diraja Ungku Aziz, Seksyen 13, Petaling Jaya, Selangor","Listed on Jun 26, 2025 (1mo ago)","1,384 sqft - 30,077 sqft",,,Completion: 2024,Leasehold,https://www.propertyguru.com.my/property-listing/project/atwater-for-sale-by-paramount-property-sdn-bhd-41741240#7315
"RM 691,400
Starting from","Petaling Jaya, Selangor","Listed on Jun 26, 2025 (1mo ago)",775 sqft,2 Beds,2 Baths,Completion: 2028,Leasehold,https://www.propertyguru.com.my/property-listing/project/the-atera-petaling-jaya-phase-2-for-sale-by-aneka-sepakat-sdn-bhd-37795052#5630
"RM 562,000
Starting from","Taman Perindustrian Usj 1, Subang Jaya, Selangor","Listed on Jun 13, 2025 (2mo ago)",689 sqft,2 Beds,2 Baths,Completion: 2029,Freehold,https://www.propertyguru.com.my/property-listing/project/mosaic-residences-for-sale-by-cheras-traders-square-sdn-bhd-43441058#11689
"RM 550,000
Starting from","Damansara Avenue, Bandar Sri Damansara, Selangor","Listed on Jun 06, 2025 (2mo ago)",554 sqft,1 Bed,1 Bath,Completion: 2028,Freehold,https://www.propertyguru.com.my/property-listing/project/amaya-residences-damansara-avenue-for-sale-by-indo-aman-bina-sdn-bhd-39895523#5186
Price on ask,"Shorea Park, Puchong, Selangor","Listed on Jun 05, 2025 (2mo ago)",807 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/project/nara-at-shorea-park-for-sale-by-aspect-potential-sdn-bhd-41522360#5573
"RM 722,536 - RM 909,865","Kayu Ara, Petaling Jaya, Selangor","Listed on May 26, 2025 (2mo ago)","1,175 sqft",3 Beds,2 Baths,Completion: 2016,Leasehold,https://www.propertyguru.com.my/property-listing/project/glomac-centro-service-apartment-for-sale-by-glomac-kristal-sdn-bhd-36448552#4236
"RM 365,610
Starting from","Jalan Metro 2, Bandar Metro Puchong, Puchong, Selangor","Listed on May 26, 2025 (2mo ago)",450 sqft,2 Beds,1 Bath,Completion: 2028,Leasehold,https://www.propertyguru.com.my/property-listing/project/loop-residences-for-sale-by-glomac-berhad-43340096#11558
Price on ask,"Jalan Tukul Q15/Q, Seksyen 15, Shah Alam, Selangor","Listed on May 19, 2025 (2mo ago)",550 sqft,2 Beds,1 Bath,Service Residence,99-year Leasehold,https://www.propertyguru.com.my/property-listing/project/viera-15-for-sale-by-serta-usaha-sdn-bhd-43302015#11534
"RM 573,800
Starting from","Klang’s City Centre, Kawasan 18, Klang, Selangor","Listed on May 16, 2025 (3mo ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2028,Freehold,https://www.propertyguru.com.my/property-listing/project/uptown-residences-2-berkeley-uptown-for-sale-by-berkeley-sdn-bhd-41391369#5520
"RM 429,660
Starting from","No 1, Se.Duduk Square Jalan Kajang Villa, Kajang, Selangor","Listed on May 02, 2025 (3mo ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2028,Freehold,https://www.propertyguru.com.my/property-listing/project/se-duduk-d-kajang-by-ecoworld-for-sale-by-eco-terraces-sdn-bhd-42953662#11398
