Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL,Facilities
"RM 3,150,000","Persiaran Persekutuan, Sri Bukit Persekutuan, Bukit Persekutuan, Bangsar, Kuala Lumpur","Listed on Aug 07, 2025 (1w ago)","3,348 sqft",4 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/westbank-terrace-for-sale-by-michael-wong-60305551,Not Listed
"RM 538,000","Jln 2/3C, Jalan Ipoh, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","1,800 sqft",4 Beds,3 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/villa-mas-for-sale-by-ken-lai-40252054,"24 hours security, Covered car park, Jogging track, Playground"
"RM 340,000","Jalan Lagenda 8, Cheras 9 Miles, Cheras, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","1,100 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lagenda-mas-for-sale-by-kent-yeo-42228637,"24 hours security, Parking"
"RM 2,700,000","Kampung Datuk Keramat, Keramat, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","4,852 sqft (floor),",4 Beds,5 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/damai-33-4-storey-town-house-for-sale-by-ed-wong-60330491,Not Listed
"RM 680,000","1a No. 1A, Jalan Metro Wangsa, Seksyen 2, Wangsa Maju, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","2,540 sqft (floor),",6 Beds,3 Baths,Completion: 2005,Freehold,https://www.propertyguru.com.my/property-listing/wangsa-metroview-for-sale-by-stephanie-60330013,"24 hours security, Bbq, Cafes, Covered car park"
"RM 590,000","taman melati,sri rampai,medan idaman,wangsa maju, Taman Setapak Indah, Setapak, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","1,600 sqft (floor),",4 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/taman-setapak-indah-setapak-for-sale-by-mandy-khoo-43258949,Not Listed
"RM 680,000","1a No. 1A, Jalan Metro Wangsa, Seksyen 2, Wangsa Maju, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","2,540 sqft (floor),",6 Beds,3 Baths,Completion: 2005,Freehold,https://www.propertyguru.com.my/property-listing/wangsa-metroview-for-sale-by-wilson-chin-60329118,"24 hours security, Bbq, Cafes, Covered car park"
"RM 460,000","Alam Damai, Cheras, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)",960 sqft,3 Beds,2 Baths,Townhouse,,https://www.propertyguru.com.my/property-listing/townhouse-for-sale-in-desa-damai-alam-damai-for-sale-by-vincent-lee-60328994,Not Listed
"RM 990,000","- Jalan Ritchie, KL City Centre, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","1,600 sqft",4 Beds,3 Baths,Completion: 2014,Freehold,https://www.propertyguru.com.my/property-listing/ampang-971-for-sale-by-azli-ibrahim-60327222,"24 hours security, Bbq, Gym, Jogging track"
"RM 460,000","Alam Damai, Cheras, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","960 sqft (floor),",3 Beds,2 Baths,Completion: 2003,Leasehold,https://www.propertyguru.com.my/property-listing/desa-damai-for-sale-by-li-yen-wong-60268608,Not Listed
"RM 580,000","1a No. 1A, Jalan Metro Wangsa, Seksyen 2, Wangsa Maju, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","1,399 sqft",3 Beds,3 Baths,Completion: 2005,Freehold,https://www.propertyguru.com.my/property-listing/wangsa-metroview-for-sale-by-sherwin-lee-60218548,"24 hours security, Bbq, Cafes, Covered car park"
"RM 680,000","1a No. 1A, Jalan Metro Wangsa, Seksyen 2, Wangsa Maju, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","2,540 sqft (floor),",6 Beds,3 Baths,Completion: 2005,Freehold,https://www.propertyguru.com.my/property-listing/wangsa-metroview-for-sale-by-henrick-tan-60325699,"24 hours security, Bbq, Cafes, Covered car park"
"RM 1,700,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 06, 2025 (1w ago)","2,400 sqft (floor),",4 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-bryan-ng-60325278,"24 hours security, Clubhouse, Playground"
"RM 1,700,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 05, 2025 (1w ago)","2,400 sqft",4 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-joshua-cheah-60325148,"24 hours security, Clubhouse, Playground"
"RM 1,180,000","Jalan 1/80b, Taman Bandaraya, Bangsar, Kuala Lumpur","Listed on Aug 05, 2025 (1w ago)","2,199 sqft (floor),",4 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/townhouse-at-bangsar-for-sale-by-yw-quek-42332224,Parking
"RM 1,790,000","Jalan Medang Serai, Bukit Bandaraya, Bangsar, Kuala Lumpur","Listed on Aug 05, 2025 (1w ago)","2,000 sqft (floor),",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/townhouse-at-bukit-bandaraya-for-sale-by-yw-quek-43135939,Not Listed
"RM 680,000","Jalan Metro Wangsa, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 05, 2025 (1w ago)","2,540 sqft",6 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/townhouse-at-seksyen-2-wangsa-maju-for-sale-by-elcoln-leong-60322241,"24 hours security, Bbq, Gym, Parking"
"RM 1,450,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Aug 05, 2025 (1w ago)","2,300 sqft",3 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-ang-yi-quan-43148887,"24 hours security, Bbq, Gym, Jogging track"
"RM 2,100,000","Medang Serai, Medang Tanduk, Bukit Bandaraya, Bangsar, Kuala Lumpur","Listed on Aug 05, 2025 (1w ago)","4,000 sqft (floor),",4 Beds,5 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/bangsar-for-sale-by-sy-yen-42863191,Not Listed
"RM 680,000","1a No. 1A, Jalan Metro Wangsa, Seksyen 2, Wangsa Maju, Kuala Lumpur","Listed on Aug 05, 2025 (1w ago)","2,540 sqft (floor),",6 Beds,3 Baths,Completion: 2005,Freehold,https://www.propertyguru.com.my/property-listing/wangsa-metroview-for-sale-by-eling-loo-60321836,"24 hours security, Bbq, Cafes, Covered car park"
"RM 750,000","Taman Setapak Indah, Setapak, Kuala Lumpur","Listed on Aug 05, 2025 (1w ago)","1,800 sqft (floor),",4 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/taman-setapak-indah-for-sale-by-david-chung-43090508,Not Listed
"RM 5,000,000","Jalan Ampang Hilir, Taman U Thant, Ampang, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","5,020 sqft",5 Beds,6 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/townhouse-at-ampang-hilir-for-sale-by-darren-goh-42173309,"24 hours security, Parking, Playground, Tennis courts"
"RM 1,700,000","Jalan 1/80B, Bukit Bandaraya, Bangsar, Bukit Bandaraya, Bangsar, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","1,550 sqft (floor),",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/bukit-bandaraya-bangsar-for-sale-by-angela-lee-43434737,Parking
"RM 1,700,000","Jalan 1/80B, Bukit Bandaraya, Bangsar, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","1,550 sqft (floor),",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/bukit-bandaraya-bangsar-for-sale-by-angela-lee-60101839,Not Listed
"RM 550,000","Seksyen 5 Wangsa Maju, Seksyen 5 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","1,100 sqft (floor),",3 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-5-wangsa-maju-for-sale-by-shaziery-iskandar-60317739,"Jogging track, Parking, Playground"
"RM 1,750,000","Jalan Sri Hartamas 1, Taman Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","3,000 sqft",4 Beds,3 Baths,Completion: 1980,Freehold,https://www.propertyguru.com.my/property-listing/taman-sri-hartamas-for-sale-by-rachel-yap-43464224,Parking
"RM 965,000","Jalan Sri Hartamas 1, Taman Sri Hartamas, Sri Hartamas, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","1,760 sqft",3 Beds,2 Baths,Completion: 1980,Freehold,https://www.propertyguru.com.my/property-listing/taman-sri-hartamas-for-sale-by-rachel-yap-43463907,Parking
"RM 780,000","Mutiara Bukit Jalil, Bukit Jalil, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","1,200 sqft",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/bukit-jalil-for-sale-by-jane-shoo-42970674,"24 hours security, Basketball court, Bbq, Bus stop"
"RM 1,500,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","2,336 sqft",3 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-may-chang-60020260,"24 hours security, Bbq, Gym, Jogging track"
"RM 375,000","Alam Damai, Cheras, Kuala Lumpur","Listed on Aug 04, 2025 (1w ago)","995 sqft (floor),",3 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/prima-alam-damai-for-sale-by-hasnah-pandak-500009740,Not Listed
"RM 1,390,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Aug 03, 2025 (1w ago)","2,332 sqft",3 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-phoebe-law-43425792,"24 hours security, Bbq, Gym, Jogging track"
"RM 1,500,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Aug 03, 2025 (1w ago)","2,593 sqft",4 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-phoebe-law-43435462,"24 hours security, Bbq, Gym, Jogging track"
"RM 749,000","Jalan Lagenda 8, Cheras 9 Miles, Cheras, Kuala Lumpur","Listed on Aug 03, 2025 (1w ago)","2,500 sqft (floor),",4 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lagenda-mas-for-sale-by-eason-wong-43467516,"24 hours security, Parking"
"RM 1,800,000","Desa Melawati, Sunway Montana, Setapak, Kuala Lumpur","Listed on Aug 03, 2025 (1w ago)","3,064 sqft (floor),",4 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/townhouse-at-sunway-montana-for-sale-by-laili-mihdar-60311621,"24 hours security, Bbq, Clubhouse, Covered car park"
"RM 1,800,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 03, 2025 (1w ago)","3,378 sqft (floor),",4 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-laili-mihdar-60311578,"24 hours security, Clubhouse, Playground"
"RM 800,000","Bukit Jalil, Kuala Lumpur","Listed on Aug 03, 2025 (1w ago)","1,680 sqft",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/townhouse-at-bukit-jalil-for-sale-by-jane-shoo-41613410,"24 hours security, Badminton hall, Bbq, Cafes"
"RM 850,000","Jalan 1/155A, Bukit Jalil, Kuala Lumpur","Listed on Aug 03, 2025 (1w ago)","2,000 sqft (floor),",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/bukit-oug-townhouse-for-sale-by-jane-shoo-43214975,"24 hours security, Bbq, Multi-purpose hall, Sauna"
"RM 297,000","Ground Floor, Town House, Taman Bukit Teratai, Ampang, Kuala Lumpur","Listed on Aug 02, 2025 (1w ago)",860 sqft,3 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/taman-bukit-teratai-townhouse-ground-floor-for-sale-by-calvin-kok-60310060,Not Listed
"RM 520,000","Kepong Baru, Kepong, Kuala Lumpur","Listed on Aug 02, 2025 (1w ago)","830 sqft (floor),",3 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/armani-kepong-brand-new-condo-direct-developer-for-sale-by-eugene-41860758,Not Listed
"RM 1,800,000","Bangsar, Kuala Lumpur","Listed on Aug 02, 2025 (1w ago)","2,800 sqft (floor),",5 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/verona-bangsar-jalan-medang-serai-for-sale-by-eugene-yap-40427630,Not Listed
"RM 750,000","Taman Cheras, Cheras, Kuala Lumpur","Listed on Aug 02, 2025 (1w ago)","1,500 sqft (floor),",4 Beds,3 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/taman-bukit-teratai-cheras-for-sale-by-eugene-yap-43241818,Not Listed
"RM 590,000","Jalan Terolak 8, Jalan Ipoh, Kuala Lumpur","Listed on Aug 02, 2025 (1w ago)","1,080 sqft (floor),",4 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-bamboo-for-sale-by-eugene-yap-42579135,"Parking, Playground"
"RM 1,800,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 02, 2025 (1w ago)","2,293 sqft",4 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-eugene-yap-41090983,"24 hours security, Clubhouse, Playground"
"RM 450,000","Taman Sri Sinar, Segambut, Kuala Lumpur","Listed on Aug 02, 2025 (1w ago)","1,600 sqft",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/desa-segambut-sri-sinar-kepong-dutamas-for-sale-by-eugene-yap-43484075,Not Listed
"RM 380,000","Jalan Lagenda 8, Cheras 9 Miles, Cheras, Kuala Lumpur","Listed on Aug 01, 2025 (2w ago)","1,259 sqft",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lagenda-mas-for-sale-by-yy-wong-43204907,"24 hours security, Parking"
"RM 649,000","Jalan Kangsar, Taman Rainbow, Jalan Ipoh, Kuala Lumpur","Listed on Aug 01, 2025 (2w ago)","1,227 sqft (floor),",3 Beds,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/desa-alpha-for-sale-by-wayne-yap-60304990,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 289,980","Jalan Maju, Kampung Pandan, Cheras, Kuala Lumpur","Listed on Aug 01, 2025 (2w ago)","708 sqft (floor),",3 Beds,1 Bath,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lembah-maju-for-sale-by-stephanie-yap-42578783,Parking
"RM 1,575,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 01, 2025 (2w ago)","2,700 sqft",4 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-peigee-60303889,"24 hours security, Clubhouse, Playground"
"RM 1,700,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Aug 01, 2025 (2w ago)","2,700 sqft",4 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-peigee-60303836,"24 hours security, Clubhouse, Playground"
"RM 738,000","Jln 2/3C, Jalan Ipoh, Kuala Lumpur","Listed on Aug 01, 2025 (2w ago)","1,618 sqft (floor),",3 Beds,3 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/villa-mas-for-sale-by-eling-loo-43440427,"24 hours security, Covered car park, Jogging track, Playground"
"RM 2,200,000","10 Jalan Murni, Keramat, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","3,131 sqft",3 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/anjung-damai-for-sale-by-dan-lo-60147793,24 hours security
"RM 1,880,000","Jalan Medang Kapas, Bangsar, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,572 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/verona-town-villas-for-sale-by-samantha-chooi-42377916,Parking
"RM 710,000","Jalan 1/155A, Bukit Jalil, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,680 sqft",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/bukit-oug-townhouse-for-sale-by-jane-shoo-42299899,"24 hours security, Bbq, Multi-purpose hall, Sauna"
"RM 850,000","Jalan 1/155A, Bukit Jalil, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,690 sqft",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/bukit-oug-townhouse-for-sale-by-jane-shoo-43255433,"24 hours security, Bbq, Multi-purpose hall, Sauna"
"RM 418,000","Jalan Lagenda 8, Cheras 9 Miles, Cheras, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,470 sqft",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lagenda-mas-for-sale-by-billy-chan-60302020,"24 hours security, Parking"
"RM 588,000","- Jalan Awan Dandan, Taman Yarl, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,400 sqft",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/villa-oug-for-sale-by-yenn-chong-37411145,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 370,000","Taman Midah Cheras For Sale, Taman Midah, Cheras, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,028 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-midah-cheras-for-sale-by-jimmy-ng-42217097,Playground
"RM 1,530,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","2,650 sqft",4 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-steve-chong-42712899,"24 hours security, Bbq, Gym, Jogging track"
"RM 1,550,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","2,600 sqft",4 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-steve-chong-42439939,"24 hours security, Bbq, Gym, Jogging track"
"RM 380,000","Taman Maju Jaya, Cheras, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)",872 sqft,3 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/taman-maju-jaya-for-sale-by-kenny-yu-60300620,Parking
"RM 458,000","- Jalan Awan Dandan, Taman Yarl, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,231 sqft (floor),",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/villa-oug-for-sale-by-michelle-ng-500007273,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 1,550,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","2,583 sqft",3 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-kent-chua-39102710,"24 hours security, Bbq, Gym, Jogging track"
"RM 1,380,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","2,335 sqft",4 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-kent-chua-40551804,"24 hours security, Bbq, Gym, Jogging track"
"RM 1,250,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","2,583 sqft (floor),",4 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-kent-chua-27210194,"24 hours security, Bbq, Gym, Jogging track"
"RM 2,100,000","Jalan Inai Besar, Sunway Spk Damansara, Sunway Spk, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","2,600 sqft",4 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/sunway-spk-3-harmoni-for-sale-by-raymond-tan-60153587,"24 hours security, Bbq, Gym, Jogging track"
"RM 580,000","- Jalan Awan Dandan, Taman Yarl, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,200 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/villa-oug-for-sale-by-shaza-60265847,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 420,000","- Jalan 6/4, Desa Melawati, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,034 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/legasi-2-for-sale-by-azli-ibrahim-60298445,"24 hours security, Lounge, Nursery"
"RM 328,000","Jalan Maju, Kampung Pandan, Cheras, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","710 sqft (floor),",2 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lembah-maju-for-sale-by-joey-wong-42887876,Parking
"RM 640,000","Jalan Kangsar, Taman Rainbow, Jalan Ipoh, Kuala Lumpur","Listed on Jul 31, 2025 (2w ago)","1,367 sqft (floor),",3 Beds,3 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/desa-alpha-for-sale-by-eeson-39894915,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 430,000","Jalan Lagenda 8, Cheras 9 Miles, Cheras, Kuala Lumpur","Listed on Jul 30, 2025 (2w ago)","1,431 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lagenda-mas-for-sale-by-mohd-azwan-izhar-60293127,"24 hours security, Parking"
"RM 738,000","Jln 2/3C, Jalan Ipoh, Kuala Lumpur","Listed on Jul 30, 2025 (2w ago)","1,680 sqft (floor),",3 Beds,3 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/villa-mas-for-sale-by-yeow-li-siew-36819746,"24 hours security, Covered car park, Jogging track, Playground"
"RM 1,500,000","- Jalan Ritchie, KL City Centre, Kuala Lumpur","Listed on Jul 30, 2025 (2w ago)","2,200 sqft (floor),",4 Beds,3 Baths,Completion: 2014,Freehold,https://www.propertyguru.com.my/property-listing/ampang-971-for-sale-by-mun-mun-60191017,"24 hours security, Bbq, Gym, Jogging track"
"RM 1,100,000","- Jalan Ritchie, KL City Centre, Kuala Lumpur","Listed on Jul 30, 2025 (2w ago)","1,600 sqft",4 Beds,3 Baths,Completion: 2014,Freehold,https://www.propertyguru.com.my/property-listing/ampang-971-for-sale-by-xiang-rong-37988722,"24 hours security, Bbq, Gym, Jogging track"
"RM 750,000","Setapak, Taman Setapak Indah, Setapak, Kuala Lumpur","Listed on Jul 30, 2025 (2w ago)","1,700 sqft (floor),",5 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/taman-setapak-indah-for-sale-by-amin-azlan-43425110,Not Listed
"RM 618,000","Jalan 5/26, Taman Megan Sri Rampai, Setapak, Kuala Lumpur","Listed on Jul 30, 2025 (2w ago)","1,730 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/below-market-value-2-sty-townhouse-taman-sri-rampai-setapak-for-sale-by-kt-teoh-60293012,Not Listed
"RM 669,500","Lorong Mahsuri 3, Taman Setapak, Setapak, Kuala Lumpur","Listed on Jul 30, 2025 (2w ago)","1,730 sqft (floor),",2 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/below-market-value-1-sty-townhouse-taman-bunga-raya-setapak-for-sale-by-kt-teoh-60292886,Not Listed
"RM 530,000","Jalan 2/6, Taman Setapak Indah, Setapak, Kuala Lumpur","Listed on Jul 29, 2025 (2w ago)","1,150 sqft (floor),",3 Beds,2 Baths,Townhouse,Leasehold,https://www.propertyguru.com.my/property-listing/taman-setapak-indah-for-sale-by-foo-mou-60128319,Parking
"RM 350,000","Jalan Lagenda 8, Cheras 9 Miles, Cheras, Kuala Lumpur","Listed on Jul 29, 2025 (2w ago)","1,126 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lagenda-mas-for-sale-by-addy-ng-500005749,"24 hours security, Parking"
"RM 450,000","Jalan Lagenda 8, Cheras 9 Miles, Cheras, Kuala Lumpur","Listed on Jul 29, 2025 (2w ago)","1,194 sqft (floor),",3 Beds,2 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/taman-lagenda-mas-for-sale-by-ethan-swe-39311069,"24 hours security, Parking"
"RM 680,000","Jalan 1/155A, Bukit Jalil, Kuala Lumpur","Listed on Jul 28, 2025 (2w ago)","1,680 sqft (floor),",3 Beds,3 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/bukit-oug-townhouse-for-sale-by-ivy-lee-41931044,"24 hours security, Bbq, Multi-purpose hall, Sauna"
"RM 1,800,000","Jalan 6/4, Taman Melawati, Ulu Kelang, Kuala Lumpur","Listed on Jul 28, 2025 (2w ago)","3,064 sqft (floor),",4 Beds,4 Baths,Townhouse,Freehold,https://www.propertyguru.com.my/property-listing/sunway-montana-for-sale-by-razz-fauzie-60285710,"24 hours security, Clubhouse, Playground"
